MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMax	HitMin	Inflict	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	StatAmps	Affinity	FlagMakesContact	FlagCharge	FlagRecharge	FlagProtect	FlagReflectable	FlagSnatch	FlagMirror	FlagPunch	FlagSound	FlagDance	FlagGravity	FlagDefrost	FlagDistanceTriple	FlagHeal	FlagIgnoreSubstitute	FlagFailSkyBattle	FlagAnimateAlly	FlagMetronome	FlagFailEncore	FlagFailMeFirst	FlagFutureAttack	FlagPressure	FlagCombo	FlagNoSleepTalk	FlagNoAssist	FlagFailCopycat	FlagFailMimic	FlagFailInstruct	FlagPowder	FlagBite	FlagBullet	FlagNoMultiHit	FlagNoEffectiveness	FlagSheerForce	FlagSlicing	FlagWind	Unknown56	Unknown57	Unknown58	Unknown59	Unknown60	Unused61	Unused62	Unused63	Unused64	Unused65	Unused66	Unused67	Unused68	Unused69	Unused70	FlagCantUseTwice	FlagNoSketch
126	True	9	4	2	110	85	5	0	0	0	4|10|1|0|0	0	0	4	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
127	True	10	0	1	80	100	15	0	0	0	0|0|0|0|0	0	20	31	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
128	False	10	4	1	35	85	15	0	0	0	8|100|4|5|6	0	0	42	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
129	True	0	0	2	60	101	20	0	0	0	0|0|0|0|0	0	0	17	0	0	5	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
130	False	0	0	1	130	100	10	0	0	0	0|100|0|0|0	0	0	145	0	0	0	0|0|0|0|0|0|0|0|0	None	True	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
131	False	0	0	1	20	100	15	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
132	False	0	6	1	10	100	35	0	0	0	0|0|0|0|0	0	0	70	0	0	0	5|-1|10|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
133	True	13	2	0	0	101	20	0	0	0	0|0|0|0|0	0	0	54	0	0	7	4|2|0|0|0|0|0|0|0	Attack	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
134	False	13	2	0	0	80	15	0	0	0	0|0|0|0|0	0	0	23	0	0	0	6|-1|0|0|0|0|0|0|0	None	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
135	True	0	3	0	0	101	5	0	0	0	0|0|0|0|0	0	0	32	0	50	7	0|0|0|0|0|0|0|0|0	Strong	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
136	True	1	0	1	130	90	10	0	0	0	0|0|0|0|0	0	0	45	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
137	True	0	1	0	0	100	30	0	0	0	1|0|1|0|0	0	0	67	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
138	True	13	8	2	100	100	15	0	0	0	0|0|0|0|0	0	0	8	50	0	0	0|0|0|0|0|0|0|0|0	Support	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
139	True	3	1	0	0	90	40	0	0	0	5|0|1|0|0	0	0	66	0	0	5	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
140	False	0	0	1	15	85	20	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
141	True	6	8	1	80	100	10	0	0	0	0|0|0|0|0	0	0	3	50	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
142	False	0	1	0	0	75	10	0	0	0	2|0|2|2|4	0	0	1	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
143	True	2	0	1	140	90	5	0	0	0	0|0|0|0|0	1	30	75	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
144	True	0	13	0	0	101	10	0	0	0	0|0|0|0|0	0	0	57	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
145	False	10	6	2	40	100	30	0	0	0	0|0|0|0|0	0	0	70	0	0	5	5|-1|10|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
146	False	0	4	1	70	100	10	0	0	0	6|20|2|2|5	0	0	76	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
147	True	11	1	0	0	100	15	0	0	0	2|0|2|2|4	0	0	1	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
148	False	0	2	0	0	100	20	0	0	0	0|0|0|0|0	0	0	23	0	0	0	6|-1|0|0|0|0|0|0|0	None	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
149	False	13	0	2	1	100	15	0	0	0	0|0|0|0|0	0	0	88	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
150	True	0	13	0	0	101	40	0	0	0	0|0|0|0|0	0	0	85	0	0	7	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
151	True	3	2	0	0	101	20	0	0	0	0|0|0|0|0	0	0	51	0	0	7	2|2|0|0|0|0|0|0|0	Attack	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
152	True	10	0	1	100	90	10	0	0	0	0|0|0|0|0	1	0	43	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
153	True	0	0	1	250	100	5	0	0	0	0|0|0|0|0	0	0	7	0	0	4	0|0|0|0|0|0|0|0|0	Self	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
154	True	0	0	1	18	80	15	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
155	False	4	0	1	50	90	10	0	2	2	0|0|0|0|0	0	0	44	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
156	True	13	13	0	0	101	5	0	0	0	0|0|0|0|0	0	0	37	0	0	7	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
157	True	5	0	1	75	90	10	0	0	0	0|0|0|0|0	0	30	31	0	0	5	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
158	False	0	0	1	80	90	15	0	0	0	0|0|0|0|0	0	10	31	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
159	False	0	2	0	0	101	30	0	0	0	0|0|0|0|0	0	0	10	0	0	7	1|1|0|0|0|0|0|0|0	None	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
160	True	0	13	0	0	101	30	0	0	0	0|0|0|0|0	0	0	30	0	0	7	0|0|0|0|0|0|0|0|0	Support	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
161	True	0	4	2	80	100	10	0	0	0	0|0|0|0|0	0	0	36	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
162	True	0	0	1	1	90	10	0	0	0	0|0|0|0|0	0	0	40	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
163	True	0	0	1	70	100	20	0	0	0	0|0|0|0|0	1	0	43	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
164	True	0	13	0	0	101	10	0	0	0	0|0|0|0|0	0	0	79	0	0	7	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
165	True	0	0	1	50	101	1	0	0	0	0|0|0|0|0	0	0	254	0	-25	9	0|0|0|0|0|0|0|0|0	Self	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
166	True	0	13	0	0	101	1	0	0	0	0|0|0|0|0	0	0	95	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	False	False	False	False	True	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
167	True	1	0	1	10	90	10	0	3	3	0|0|0|0|0	0	0	104	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
168	True	16	0	1	60	100	25	0	0	0	0|0|0|0|0	0	0	105	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
169	False	6	13	0	0	101	10	0	0	0	0|0|0|0|0	0	0	106	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
170	False	0	13	0	0	101	5	0	0	0	0|0|0|0|0	0	0	94	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
171	False	7	1	0	0	100	15	0	0	0	9|0|1|0|0	0	0	107	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
172	True	9	4	1	60	100	25	0	0	0	4|10|1|0|0	0	0	125	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
173	True	0	0	2	50	100	15	0	0	0	0|0|0|0|0	0	30	92	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
174	True	7	13	0	0	101	10	0	0	0	0|0|0|0|0	0	0	109	0	0	13	0|0|0|0|0|0|0|0|0	Support	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
175	True	0	0	1	1	100	15	0	0	0	0|0|0|0|0	0	0	99	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
176	True	0	13	0	0	101	30	0	0	0	0|0|0|0|0	0	0	93	0	0	0	0|0|0|0|0|0|0|0|0	Support	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
177	True	2	0	2	100	95	5	0	0	0	0|0|0|0|0	1	0	43	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
178	True	11	2	0	0	100	40	0	0	0	0|0|0|0|0	0	0	60	0	0	5	5|-2|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
179	True	1	0	1	1	100	15	0	0	0	0|0|0|0|0	0	0	99	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
180	True	7	13	0	0	100	10	0	0	0	0|0|0|0|0	0	0	100	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	True	True	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
181	True	14	4	2	40	100	25	0	0	0	3|10|1|0|0	0	0	5	0	0	5	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
182	True	0	13	0	0	101	10	4	0	0	0|0|0|0|0	0	0	111	0	0	7	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
183	True	1	0	1	40	100	30	1	0	0	0|0|0|0|0	0	0	103	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
184	True	0	2	0	0	100	10	0	0	0	0|0|0|0|0	0	0	60	0	0	0	5|-2|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
185	False	16	0	1	60	101	20	0	0	0	0|0|0|0|0	0	0	17	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
186	True	17	1	0	0	75	10	0	0	0	6|0|2|2|5	0	0	49	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
187	True	0	13	0	0	101	10	0	0	0	0|0|0|0|0	0	0	142	0	0	7	0|0|0|0|0|0|0|0|0	Support	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
188	True	3	4	2	90	100	10	0	0	0	5|30|1|0|0	0	0	2	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
189	True	4	6	2	20	100	10	0	0	0	0|0|0|0|0	0	0	73	0	0	0	6|-1|100|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
190	False	10	6	2	65	85	10	0	0	0	0|0|0|0|0	0	0	73	0	0	0	6|-1|50|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
191	True	4	11	0	0	101	20	0	0	0	0|0|0|0|0	0	0	112	0	0	11	0|0|0|0|0|0|0|0|0	Support	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
192	True	12	4	2	120	50	5	0	0	0	1|100|1|0|0	0	0	6	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
193	False	0	1	0	0	101	40	0	0	0	17|0|1|0|0	0	0	113	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	True	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
194	True	7	13	0	0	101	5	0	0	0	0|0|0|0|0	0	0	98	0	0	7	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
195	True	0	1	0	0	101	5	0	0	0	20|0|2|4|4	0	0	114	0	0	8	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
196	True	14	6	2	55	95	15	0	0	0	0|0|0|0|0	0	0	70	0	0	5	5|-1|100|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
197	True	1	13	0	0	101	5	4	0	0	0|0|0|0|0	0	0	111	0	0	7	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
198	True	4	0	1	25	90	10	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
199	True	0	13	0	0	101	5	0	0	0	0|0|0|0|0	0	0	94	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
200	True	15	0	1	120	100	10	0	0	0	0|0|0|0|0	0	0	27	0	0	9	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
201	True	5	10	0	0	101	10	0	0	0	0|0|0|0|0	0	0	115	0	0	10	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
202	True	11	8	2	75	100	10	0	0	0	0|0|0|0|0	0	0	3	50	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
203	True	0	13	0	0	101	10	4	0	0	0|0|0|0|0	0	0	116	0	0	7	0|0|0|0|0|0|0|0|0	Attack	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
