ID	HEX	EN_NAME	CN_NAME	JP_NAME
577	0241	Draining Kiss	吸取之吻	ドレインキッス
578	0242	Crafty Shield	戏法防守	トリックガード
579	0243	Flower Shield	鲜花防守	フラワーガード
580	0244	Grassy Terrain	青草场地	グラスフィールド
581	0245	Misty Terrain	薄雾场地	ミストフィールド
582	0246	Electrify	输电	そうでん
583	0247	Play Rough	嬉闹	じゃれつく
584	0248	Fairy Wind	妖精之风	ようせいのかぜ
585	0249	Moonblast	月亮之力	ムーンフォース
586	024A	Boomburst	爆音波	ばくおんぱ
587	024B	Fairy Lock	妖精之锁	フェアリーロック
588	024C	King’s Shield	#N/A	#N/A
589	024D	Play Nice	和睦相处	なかよくする
590	024E	Confide	密语	ないしょばなし
591	024F	Diamond Storm	钻石风暴	ダイヤストーム
592	0250	Steam Eruption	蒸汽爆炸	スチームバースト
593	0251	Hyperspace Hole	异次元洞	いじげんホール
594	0252	Water Shuriken	飞水手里剑	みずしゅりけん
595	0253	Mystical Fire	魔法火焰	マジカルフレイム
596	0254	Spiky Shield	尖刺防守	ニードルガード
597	0255	Aromatic Mist	芳香薄雾	アロマミスト
598	0256	Eerie Impulse	怪异电波	かいでんぱ
599	0257	Venom Drench	毒液陷阱	ベノムトラップ
600	0258	Powder	粉尘	ふんじん
601	0259	Geomancy	大地掌控	ジオコントロール
602	025A	Magnetic Flux	磁场操控	じばそうさ
603	025B	Happy Hour	欢乐时光	ハッピータイム
604	025C	Electric Terrain	电气场地	エレキフィールド
605	025D	Dazzling Gleam	魔法闪耀	マジカルシャイン
606	025E	Celebrate	庆祝	おいわい
607	025F	Hold Hands	牵手	てをつなぐ
608	0260	Baby-Doll Eyes	圆瞳	つぶらなひとみ
609	0261	Nuzzle	蹭蹭脸颊	ほっぺすりすり
610	0262	Hold Back	手下留情	てかげん
611	0263	Infestation	死缠烂打	まとわりつく
612	0264	Power-Up Punch	增强拳	グロウパンチ
613	0265	Oblivion Wing	死亡之翼	デスウイング
614	0266	Thousand Arrows	千箭齐发	サウザンアロー
615	0267	Thousand Waves	千波激荡	サウザンウェーブ
616	0268	Land’s Wrath	#N/A	#N/A
617	0269	Light of Ruin	破灭之光	はめつのひかり
618	026A	Origin Pulse	根源波动	こんげんのはどう
619	026B	Precipice Blades	断崖之剑	だんがいのつるぎ
620	026C	Dragon Ascent	画龙点睛	ガリョウテンセイ
621	026D	Hyperspace Fury	异次元猛攻	いじげんラッシュ
622	026E	Breakneck Blitz	一般Ｚ究极无敌大冲撞	ウルトラダッシュアタック
623	026F	Breakneck Blitz	一般Ｚ究极无敌大冲撞	ウルトラダッシュアタック
624	0270	All-Out Pummeling	格斗Ｚ全力无双激烈拳	ぜんりょくむそうげきれつけん
625	0271	All-Out Pummeling	格斗Ｚ全力无双激烈拳	ぜんりょくむそうげきれつけん
626	0272	Supersonic Skystrike	飞行Ｚ极速俯冲轰烈撞	ファイナルダイブクラッシュ
627	0273	Supersonic Skystrike	飞行Ｚ极速俯冲轰烈撞	ファイナルダイブクラッシュ
628	0274	Acid Downpour	毒Ｚ强酸剧毒灭绝雨	アシッドポイズンデリート
629	0275	Acid Downpour	毒Ｚ强酸剧毒灭绝雨	アシッドポイズンデリート
630	0276	Tectonic Rage	地面Ｚ地隆啸天大终结	ライジングランドオーバー
631	0277	Tectonic Rage	地面Ｚ地隆啸天大终结	ライジングランドオーバー
632	0278	Continental Crush	岩石Ｚ毁天灭地巨岩坠	ワールズエンドフォール
633	0279	Continental Crush	岩石Ｚ毁天灭地巨岩坠	ワールズエンドフォール
634	027A	Savage Spin-Out	虫Ｚ绝对捕食回旋斩	ぜったいほしょくかいてんざん
635	027B	Savage Spin-Out	虫Ｚ绝对捕食回旋斩	ぜったいほしょくかいてんざん
636	027C	Never-Ending Nightmare	幽灵Ｚ无尽暗夜之诱惑	むげんあんやへのいざない
637	027D	Never-Ending Nightmare	幽灵Ｚ无尽暗夜之诱惑	むげんあんやへのいざない
638	027E	Corkscrew Crash	钢Ｚ超绝螺旋连击	ちょうぜつらせんれんげき
639	027F	Corkscrew Crash	钢Ｚ超绝螺旋连击	ちょうぜつらせんれんげき
640	0280	Inferno Overdrive	火Ｚ超强极限爆焰弹	ダイナミックフルフレイム
641	0281	Inferno Overdrive	火Ｚ超强极限爆焰弹	ダイナミックフルフレイム
642	0282	Hydro Vortex	水Ｚ超级水流大漩涡	スーパーアクアトルネード
643	0283	Hydro Vortex	水Ｚ超级水流大漩涡	スーパーアクアトルネード
644	0284	Bloom Doom	草Ｚ绚烂缤纷花怒放	ブルームシャインエクストラ
645	0285	Bloom Doom	草Ｚ绚烂缤纷花怒放	ブルームシャインエクストラ
646	0286	Gigavolt Havoc	电Ｚ终极伏特狂雷闪	スパーキングギガボルト
647	0287	Gigavolt Havoc	电Ｚ终极伏特狂雷闪	スパーキングギガボルト
648	0288	Shattered Psyche	超能力Ｚ至高精神破坏波	マキシマムサイブレイカー
649	0289	Shattered Psyche	超能力Ｚ至高精神破坏波	マキシマムサイブレイカー
650	028A	Subzero Slammer	冰Ｚ激狂大地万里冰	レイジングジオフリーズ
651	028B	Subzero Slammer	冰Ｚ激狂大地万里冰	レイジングジオフリーズ
652	028C	Devastating Drake	龙Ｚ究极巨龙震天地	アルティメットドラゴンバーン
653	028D	Devastating Drake	龙Ｚ究极巨龙震天地	アルティメットドラゴンバーン
654	028E	Black Hole Eclipse	恶Ｚ黑洞吞噬万物灭	ブラックホールイクリプス
655	028F	Black Hole Eclipse	恶Ｚ黑洞吞噬万物灭	ブラックホールイクリプス
656	0290	Twinkle Tackle	妖精Ｚ可爱星星飞天撞	ラブリースターインパクト
657	0291	Twinkle Tackle	妖精Ｚ可爱星星飞天撞	ラブリースターインパクト
658	0292	Catastropika	皮卡丘Ｚ皮卡皮卡必杀击	ひっさつのピカチュート
659	0293	Shore Up	集沙	すなあつめ
660	0294	First Impression	迎头一击	であいがしら
661	0295	Baneful Bunker	碉堡	トーチカ
662	0296	Spirit Shackle	缝影	かげぬい
663	0297	Darkest Lariat	ＤＤ金勾臂	ＤＤラリアット
664	0298	Sparkling Aria	泡影的咏叹调	うたかたのアリア
665	0299	Ice Hammer	冰锤	アイスハンマー
666	029A	Floral Healing	花疗	フラワーヒール
667	029B	High Horsepower	十万马力	１０まんばりき
668	029C	Strength Sap	吸取力量	ちからをすいとる
669	029D	Solar Blade	日光刃	ソーラーブレード
670	029E	Leafage	树叶	このは
671	029F	Spotlight	聚光灯	スポットライト
672	02A0	Toxic Thread	毒丝	どくのいと
673	02A1	Laser Focus	磨砺	とぎすます
674	02A2	Gear Up	辅助齿轮	アシストギア
675	02A3	Throat Chop	地狱突刺	じごくづき
676	02A4	Pollen Puff	花粉团	かふんだんご
677	02A5	Anchor Shot	掷锚	アンカーショット
678	02A6	Psychic Terrain	精神场地	サイコフィールド
679	02A7	Lunge	猛扑	とびかかる
680	02A8	Fire Lash	火焰鞭	ほのおのムチ
681	02A9	Power Trip	嚣张	つけあがる
682	02AA	Burn Up	燃尽	もえつきる
683	02AB	Speed Swap	速度互换	スピードスワップ
684	02AC	Smart Strike	修长之角	スマートホーン
685	02AD	Purify	净化	じょうか
686	02AE	Revelation Dance	觉醒之舞	めざめるダンス
687	02AF	Core Enforcer	核心惩罚者	コアパニッシャー
688	02B0	Trop Kick	热带踢	トロピカルキック
689	02B1	Instruct	号令	さいはい
690	02B2	Beak Blast	鸟嘴加农炮	くちばしキャノン
691	02B3	Clanging Scales	鳞片噪音	スケイルノイズ
692	02B4	Dragon Hammer	龙锤	ドラゴンハンマー
693	02B5	Brutal Swing	狂舞挥打	ぶんまわす
694	02B6	Aurora Veil	极光幕	オーロラベール
695	02B7	Sinister Arrow Raid	狙射树枭Ｚ遮天蔽日暗影箭	シャドーアローズストライク
696	02B8	Malicious Moonsault	炽焰咆哮虎Ｚ极恶飞跃粉碎击	ハイパーダーククラッシャー
697	02B9	Oceanic Operetta	西狮海壬Ｚ海神庄严交响乐	わだつみのシンフォニア
698	02BA	Guardian of Alola	卡璞Ｚ巨人卫士・阿罗拉	ガーディアン・デ・アローラ
699	02BB	Soul-Stealing 7-Star Strike	玛夏多Ｚ七星夺魂腿	しちせいだっこんたい
700	02BC	Stoked Sparksurfer	阿罗雷Ｚ驾雷驭电戏冲浪	ライトニングサーフライド
701	02BD	Pulverizing Pancake	卡比兽Ｚ认真起来大爆击	ほんきをだす　こうげき
702	02BE	Extreme Evoboost	伊布Ｚ九彩昇华齐聚顶	ナインエボルブースト
703	02BF	Genesis Supernova	梦幻Ｚ起源超新星大爆炸	オリジンズスーパーノヴァ
704	02C0	Shell Trap	陷阱甲壳	トラップシェル
705	02C1	Fleur Cannon	花朵加农炮	フルールカノン
706	02C2	Psychic Fangs	精神之牙	サイコファング
707	02C3	Stomping Tantrum	跺脚	じだんだ
708	02C4	Shadow Bone	暗影之骨	シャドーボーン
709	02C5	Accelerock	冲岩	アクセルロック
710	02C6	Liquidation	水流裂破	アクアブレイク
711	02C7	Prismatic Laser	棱镜镭射	プリズムレーザー
712	02C8	Spectral Thief	暗影偷盗	シャドースチール
713	02C9	Sunsteel Strike	流星闪冲	メテオドライブ
714	02CA	Moongeist Beam	暗影之光	シャドーレイ
715	02CB	Tearful Look	泪眼汪汪	なみだめ
716	02CC	Zing Zap	麻麻刺刺	びりびりちくちく
717	02CD	Nature’s Madness	#N/A	#N/A
718	02CE	Multi-Attack	多属性攻击	マルチアタック
719	02CF	10,000,000 Volt Thunderbolt	智皮卡Ｚ千万伏特	１０００まんボルト
720	02D0	Mind Blown	惊爆大头	ビックリヘッド
721	02D1	Plasma Fists	等离子闪电拳	プラズマフィスト
722	02D2	Photon Geyser	光子喷涌	フォトンゲイザー
723	02D3	Light That Burns the Sky	究极奈克洛Ｚ焚天灭世炽光爆	てんこがすめつぼうのひかり
724	02D4	Searing Sunraze Smash	索尔迦雷欧Ｚ日光回旋下苍穹	サンシャインスマッシャー
725	02D5	Menacing Moonraze Maelstrom	露奈雅拉Ｚ月华飞溅落灵霄	ムーンライトブラスター
726	02D6	Let’s Snuggle Forever	#N/A	#N/A
727	02D7	Splintered Stormshards	鬃岩狼人Ｚ狼啸石牙飓风暴	ラジアルエッジストーム
728	02D8	Clangorous Soulblaze	杖尾鳞甲龙Ｚ炽魂热舞烈音爆	ブレイジングソウルビート
729	02D9	Zippy Zap	电电加速	ばちばちアクセル
730	02DA	Splishy Splash	滔滔冲浪	ざぶざぶサーフ
731	02DB	Floaty Fall	飘飘坠落	ふわふわフォール
732	02DC	Pika Papow	闪闪雷光	ピカピカサンダー
733	02DD	Bouncy Bubble	活活气泡	いきいきバブル
734	02DE	Buzzy Buzz	麻麻电击	びりびりエレキ
735	02DF	Sizzly Slide	熊熊火爆	めらめらバーン
736	02E0	Glitzy Glow	哗哗气场	どばどばオーラ
737	02E1	Baddy Bad	坏坏领域	わるわるゾーン
738	02E2	Sappy Seed	茁茁轰炸	すくすくボンバー
739	02E3	Freezy Frost	冰冰霜冻	こちこちフロスト
740	02E4	Sparkly Swirl	亮亮风暴	きらきらストーム
741	02E5	Veevee Volley	砰砰击破	ブイブイブレイク
742	02E6	Double Iron Bash	钢拳双击	ダブルパンツァー
743	02E7	Max Guard	极巨防壁	ダイウォール
744	02E8	Dynamax Cannon	极巨炮	ダイマックスほう
745	02E9	Snipe Shot	狙击	ねらいうち
746	02EA	Jaw Lock	紧咬不放	くらいつく
747	02EB	Stuff Cheeks	大快朵颐	ほおばる
748	02EC	No Retreat	背水一战	はいすいのじん
749	02ED	Tar Shot	沥青射击	タールショット
750	02EE	Magic Powder	魔法粉	まほうのこな
751	02EF	Dragon Darts	龙箭	ドラゴンアロー
752	02F0	Teatime	茶会	おちゃかい
753	02F1	Octolock	蛸固	たこがため
754	02F2	Bolt Beak	电喙	でんげきくちばし
755	02F3	Fishious Rend	鳃咬	エラがみ
756	02F4	Court Change	换场	コートチェンジ
757	02F5	Max Flare	极巨火爆	ダイバーン
758	02F6	Max Flutterby	极巨虫蛊	ダイワーム
759	02F7	Max Lightning	极巨闪电	ダイサンダー
760	02F8	Max Strike	极巨攻击	ダイアタック
761	02F9	Max Knuckle	极巨拳斗	ダイナックル
762	02FA	Max Phantasm	极巨幽魂	ダイホロウ
763	02FB	Max Hailstorm	极巨寒冰	ダイアイス
764	02FC	Max Ooze	极巨酸毒	ダイアシッド
765	02FD	Max Geyser	极巨水流	ダイストリーム
766	02FE	Max Airstream	极巨飞冲	ダイジェット
767	02FF	Max Starfall	极巨妖精	ダイフェアリー
768	0300	Max Wyrmwind	极巨龙骑	ダイドラグーン
769	0301	Max Mindstorm	极巨超能	ダイサイコ
770	0302	Max Rockfall	极巨岩石	ダイロック
771	0303	Max Quake	极巨大地	ダイアース
772	0304	Max Darkness	极巨恶霸	ダイアーク
773	0305	Max Overgrowth	极巨草原	ダイソウゲン
774	0306	Max Steelspike	极巨钢铁	ダイスチル
775	0307	Clangorous Soul	魂舞烈音爆	ソウルビート
776	0308	Body Press	扑击	ボディプレス
777	0309	Decorate	装饰	デコレーション
778	030A	Drum Beating	鼓击	ドラムアタック
779	030B	Snap Trap	捕兽夹	トラバサミ
780	030C	Pyro Ball	火焰球	かえんボール
781	030D	Behemoth Blade	巨兽斩	きょじゅうざん
782	030E	Behemoth Bash	巨兽弹	きょじゅうだん
783	030F	Aura Wheel	气场轮	オーラぐるま
784	0310	Breaking Swipe	广域破坏	ワイドブレイカー
785	0311	Branch Poke	木枝突刺	えだづき
786	0312	Overdrive	破音	オーバードライブ
787	0313	Apple Acid	苹果酸	りんごさん
788	0314	Grav Apple	万有引力	Ｇのちから
789	0315	Spirit Break	灵魂冲击	ソウルクラッシュ
790	0316	Strange Steam	神奇蒸汽	ワンダースチーム
791	0317	Life Dew	生命水滴	いのちのしずく
792	0318	Obstruct	拦堵	ブロッキング
793	0319	False Surrender	假跪真撞	どげざつき
794	031A	Meteor Assault	流星突击	スターアサルト
795	031B	Eternabeam	无极光束	ムゲンダイビーム
796	031C	Steel Beam	铁蹄光线	てっていこうせん
797	031D	Expanding Force	广域战力	ワイドフォース
798	031E	Steel Roller	铁滚轮	アイアンローラー
799	031F	Scale Shot	鳞射	スケイルショット
800	0320	Meteor Beam	流星光束	メテオビーム
801	0321	Shell Side Arm	臂贝武器	シェルアームズ
802	0322	Misty Explosion	薄雾炸裂	ミストバースト
803	0323	Grassy Glide	青草滑梯	グラススライダー
804	0324	Rising Voltage	电力上升	ライジングボルト
805	0325	Terrain Pulse	大地波动	だいちのはどう
806	0326	Skitter Smack	爬击	はいよるいちげき
807	0327	Burning Jealousy	妒火	しっとのほのお
808	0328	Lash Out	泄愤	うっぷんばらし
809	0329	Poltergeist	灵骚	ポルターガイスト
810	032A	Corrosive Gas	腐蚀气体	ふしょくガス
811	032B	Coaching	指导	コーチング
812	032C	Flip Turn	快速折返	クイックターン
813	032D	Triple Axel	三旋击	トリプルアクセル
814	032E	Dual Wingbeat	双翼	ダブルウイング
815	032F	Scorching Sands	热沙大地	ねっさのだいち
816	0330	Jungle Healing	丛林治疗	ジャングルヒール
817	0331	Wicked Blow	暗冥强击	あんこくきょうだ
818	0332	Surging Strikes	水流连打	すいりゅうれんだ
819	0333	Thunder Cage	雷电囚笼	サンダープリズン
820	0334	Dragon Energy	巨龙威能	ドラゴンエナジー
821	0335	Freezing Glare	冰冷视线	いてつくしせん
822	0336	Fiery Wrath	怒火中烧	もえあがるいかり
823	0337	Thunderous Kick	雷鸣蹴击	らいめいげり
824	0338	Glacial Lance	雪矛	ブリザードランス
825	0339	Astral Barrage	星碎	アストラルビット
826	033A	Eerie Spell	诡异咒语	ぶきみなじゅもん
827	033B	Dire Claw	克命爪	フェイタルクロー
828	033C	Psyshield Bash	屏障猛攻	バリアーラッシュ
829	033D	Power Shift	力量转换	パワーシフト
830	033E	Stone Axe	岩斧	がんせきアックス
831	033F	Springtide Storm	阳春风暴	はるのあらし
832	0340	Mystical Power	神秘之力	しんぴのちから
833	0341	Raging Fury	大愤慨	だいふんげき
834	0342	Wave Crash	波动冲	ウェーブタックル
835	0343	Chloroblast	叶绿爆震	クロロブラスト
836	0344	Mountain Gale	冰山风	ひょうざんおろし
837	0345	Victory Dance	胜利之舞	しょうりのまい
838	0346	Headlong Rush	突飞猛扑	ぶちかまし
839	0347	Barb Barrage	毒千针	どくばりセンボン
840	0348	Esper Wing	气场之翼	オーラウイング
841	0349	Bitter Malice	冤冤相报	うらみつらみ
842	034A	Shelter	闭关	たてこもる
843	034B	Triple Arrows	三连箭	３ぼんのや
844	034C	Infernal Parade	群魔乱舞	ひゃっきやこう
845	034D	Ceaseless Edge	秘剑・千重涛	ひけん・ちえなみ
846	034E	Bleakwind Storm	枯叶风暴	こがらしあらし
847	034F	Wildbolt Storm	鸣雷风暴	かみなりあらし
848	0350	Sandsear Storm	热沙风暴	ねっさのあらし
849	0351	Lunar Blessing	新月祈祷	みかづきのいのり
850	0352	Take Heart	勇气填充	ブレイブチャージ
851	0353	Tera Blast	太晶爆发	テラバースト
852	0354	Silk Trap	线阱	スレッドトラップ
853	0355	Axe Kick	下压踢	カかとおとし
854	0356	Last Respects	扫墓	おはがまいり
855	0357	Lumina Crash	琉光冲激	ルミナコリジョン
856	0358	Order Up	上菜	いっちょうあがり
857	0359	Jet Punch	喷射拳	ジェットパンチ
858	035A	Spicy Extract	辣椒精华	ハバネロエキス
859	035B	Spin Out	疾速转轮	ホイールスピン
860	035C	Population Bomb	鼠数儿	ネズミざん
861	035D	Ice Spinner	冰旋	アイススピナー
862	035E	Glaive Rush	巨剑突击	きょけんとつげき
863	035F	Revival Blessing	复生祈祷	さいきのいのり
864	0360	Salt Cure	盐腌	しおづけ
865	0361	Triple Dive	三连钻	とリプルダイブ
866	0362	Mortal Spin	晶光转转	キラースピン
867	0363	Doodle	描绘	うつしえ
868	0364	Fillet Away	甩肉	みおけずる
869	0365	Kowtow Cleave	仆刀	ドゲザン
870	0366	Flower Trick	千变万花	トリックフラウー
871	0367	Torch Song	闪焰高歌	フレアソング
872	0368	Aqua Step	流水旋舞	アクアステップ
873	0369	Raging Bull	怒牛	レイジングブル
874	036A	Make It Rain	淘金潮	ゴールドラッシュ
875	036B	Pound	拍击	はたく
876	036C	Pound	拍击	はたく
877	036D	Ruination	大灾难	カタストロフィ
878	036E	Collision Course	全开猛撞	アクセルブレイク
879	036F	Electro Drift	闪电猛冲	イナズマドライブ
880	0370	Shed Tail	断尾	しっぽきり
881	0371	Chilly Reception	冷笑话	さむいギャグ
882	0372	Tidy Up	大扫除	おかたづけ
883	0373	Snowscape	雪景	ゆきげしき
884	0374	Pounce	虫扑	とびつく
885	0375	Trailblaze	起草	くさわけ
886	0376	Chilling Water	泼冷水	ひやみず
887	0377	Hyper Drill	强力钻	ハイパードリル
888	0378	Twin Beam	双光束	ツインビーム
889	0379	Rage Fist	愤怒之拳	ふんどのこぶし
890	037A	Armor Cannon	铠农炮	アーマーキャノン
891	037B	Bitter Blade	悔念剑	むねんのつるぎ
892	037C	Double Shock	电光双击	てんこうそうげき
893	037D	Gigaton Hammer	巨力锤	デカバンマー
894	037E	Comeuppance	复仇	ほうふく
895	037F	Aqua Cutter	水波刀	アクアカッター
896	0380	Blazing Torque	灼热暴冲	バーンアクセル
897	0381	Wicked Torque	黑暗暴冲	ダークアクセル
898	0382	Noxious Torque	剧毒暴冲	ポイズンアクセル
899	0383	Combat Torque	格斗暴冲	ファイトアクセル
900	0384	Magical Torque	魔法暴冲	マジカルアクセル
